company_id,name,sector,cagr,sfr,margin,investing_score
1929,F5,Cybersecurity & identity,0.4629399472057716,1.2162990827579099,0.2451543022688619,0.6476207512358747
1932,Nordstrom,E-commerce platforms,-0.01365985172403883,,0.0643844007350439,0.43737683555565204
1942,Monolithic Power Systems,Developer tooling,0.2714865208425965,,0.16750626441763417,0.5989734893353393
1945,QVC Group,E-commerce platforms,,,,
1954,Impinj,Developer tooling,0.27409713303802086,0.006485950480122231,0.0017509499108135497,0.5266084401574889
1963,Redfin,Marketplaces & gig platforms,0.04159542724144827,-0.43538915975657494,-0.041420031531678954,0.4221417897847333
1965,NVIDIA,AI foundation models,0.7158493751318502,0.9538735983690112,0.3384112357880657,0.739696897116064
1973,GoDaddy,E-commerce platforms,0.0836237151346424,,0.18958513509971958,0.4981544876484331
1974,springbig,Marketplaces & gig platforms,,-1.243021124719821,-0.21890753844886118,0.5665977860497597
1979,Stryker,GovTech / RegTech / MedTech,0.10853815942711909,2.253782668500688,0.5611349957007739,0.5592026678504052
1984,Meta,Advertising & attention,0.17614730752841656,1.4728858243763943,0.33228138479877195,0.5503747974916449
2021,Dynatrace,Enterprise / ERP / HRM,0.27237539698710944,0.9962860807672639,0.19027215523119817,0.5656546021997568
2023,Rapid7,Cybersecurity & identity,0.19673432075433595,0.05587281703632746,0.014741692305449031,0.4992851659748418
2047,Definitive Healthcare,GovTech / RegTech / MedTech,0.20830158238994945,0.819860437498708,0.12267389470766231,0.5326847284720899
2048,CarGurus,Marketplaces & gig platforms,-0.21421421061856039,0.7187399455965369,0.0947067584673436,0.41601139088124944
2061,Onto Innovation,Developer tooling,0.15411499007787333,0.9626455579569602,0.11862194722458053,0.5164046435032354
2086,Semrush,Productivity & collaboration,0.31799320227999517,0.10955787294500338,0.016492046873177367,0.5472447199978896
2090,Kymera Therapeutics,GovTech / RegTech / MedTech,0.08445719409269814,0.1306772152360656,0.24583974077328646,0.4690478841531443
2093,Dianthus Therapeutics,GovTech / RegTech / MedTech,,-1.1281833448582437,-8.099286440323016,0.12930779743625972
2099,Keros Therapeutics,GovTech / RegTech / MedTech,,-0.47247489663319553,-19.735774647887325,0.1640049926072404
2101,Intellia Therapeutics,GovTech / RegTech / MedTech,0.7211661765776975,-0.5172283017176585,-5.758539661696356,0.4273509669268459
2114,Ironwood Pharmaceuticals,GovTech / RegTech / MedTech,-0.061429255194276666,2.256062368092346,1.574977378520322,0.4945474416956217
2116,Vicarious Surgical,GovTech / RegTech / MedTech,,-0.758496583143508,,0.29773997631999344
2121,Scholar Rock,GovTech / RegTech / MedTech,,-0.8521914071993735,-3.819751152351399,0.32380914984496795
2122,BeiGene,GovTech / RegTech / MedTech,1.4838741749915418,-0.7301964360612934,-0.6378303520496343,0.7378492596472479
2126,Centessa Pharmaceuticals,GovTech / RegTech / MedTech,,-1.32978066564793,-29.263971983073105,0.1186401575662518
2129,Bright Horizons,E-learning & skill platforms,0.6336884130978546,,0.10372350824330966,0.7920233276039
2131,Mimecast,Cybersecurity & identity,,0.6269121539497253,0.12040150537808149,0.6903732522695984
2142,Entegris,Developer tooling,0.5819004486824226,1.9505925919456406,0.49299327457770675,0.7271175179711289
2145,Vertex Pharmaceuticals,GovTech / RegTech / MedTech,0.6130387064819731,1.618431397509367,0.3643051496523229,0.7227802218238457
2146,Fractyl Health,GovTech / RegTech / MedTech,,-0.6076684026053271,-460.4623655913978,0.1568511493476913
2150,Beam Therapeutics,GovTech / RegTech / MedTech,6.172513813240109,-0.18601244681428206,-1.3888395957102075,0.7221564539667112
2157,LPL Financial,Fintech & payments,0.20513329636415722,,0.09184479395871907,0.5581298995632873
2159,Relay Therapeutics,GovTech / RegTech / MedTech,-0.41012497877917087,-0.6622438965772767,-21.833278309673158,0.09237795314225693
2170,Aura,Cybersecurity & identity,-0.48910603861446433,-3.2249423408023983,-12.89739663548637,0.011013942971874371
2189,Bicycle Therapeutics,GovTech / RegTech / MedTech,0.7400350230853765,-0.4978492882994346,-2.4411339475549254,0.5807904149570364
2201,"Nuvalent, Inc.",GovTech / RegTech / MedTech,,-0.4970653626946341,,0.32540754749207934
